number,forum,title,abstract,num Reviewers,num submitted Reviewers,missing Reviewers,min rating,max rating,average rating,min confidence,max confidence,average confidence,num Area Chairs assigned,num submitted Area Chairs,Meta Review,decision,Senior Area Chairs
1076,https://openreview.net/forum?id=XzTwopvIKf,CLFSeg: A Fuzzy-Logic based Solution for Boundary Clarity and Uncertainty Reduction in Medical Image Segmentation,"Accurate polyp and cardiac segmentation for early detection and treatment is essential for the diagnosis and treatment planning of cancer-like diseases. Traditional convolutional neural network (CNN) based models have represented limited generalizability, robustness, and inability to handle uncertainty, which affects the segmentation performance. To solve these problems, this paper introduces CLFSeg, an encoder-decoder based framework that aggregates the Fuzzy-Convolutional (FC) module leveraging convolutional layers and fuzzy logic. This module enhances the segmentation performance by identifying local and global features while minimizing the uncertainty, noise, and ambiguity in boundary regions, ensuring computing efficiency. In order to handle class imbalance problem while focusing on the areas of interest with tiny and boundary regions, binary cross-entropy (BCE) with dice loss is incorporated. Our proposed model exhibits exceptional performance on four publicly available datasets, including CVC-ColonDB, CVC-ClinicDB, EtisLaribPolypDB, and ACDC. Extensive experiments and visual studies show CLFSeg surpasses the existing SOTA performance and focuses on relevant regions of interest in anatomical structures. The proposed CLFSeg improves performance while ensuring computing efficiency, which makes it a potential solution for real-world medical diagnostic scenarios.",5,3,~Guangyu_Li3|~Miles_Everett1,N/A,N/A,N/A,N/A,N/A,N/A,1,1,Weak Accept (Poster),Accept,Fani Deligianni
1077,https://openreview.net/forum?id=Cwh7yeZQ2L,Towards Sharper Object Boundaries in Self-Supervised Depth Estimation,"Accurate monocular depth estimation is crucial for 3D scene understanding, but existing methods often blur depth at object boundaries, introducing spurious intermediate 3D points. While achieving sharp edges usually requires very fine-grained supervision, our method produces crisp depth discontinuities using only self-supervision. Specifically, we model per-pixel depth as a mixture distribution, capturing multiple plausible depths and shifting uncertainty from direct regression to the mixture weights. This formulation integrates seamlessly into existing pipelines via variance-aware loss functions and uncertainty propagation. Extensive evaluations on KITTI and VKITTIv2 show that our method achieves up to 35\% higher boundary sharpness and improves point cloud quality compared to state-of-the-art baselines.",3,3,,N/A,N/A,N/A,N/A,N/A,N/A,1,1,Accept (Poster),Accept,Zhixiang Chen
1081,https://openreview.net/forum?id=fdHhuQjzrk,ImProvShow: Multimodal Fusion for Image Provenance Summarization,"We present ImProvShow; a novel approach to summarizing the multi-stage edit history (or `provenance') of an image.   ImProvShow fuses visual and textual cues to succinctly summarize multiple manipulations applied to an image in a sequence; a novel extension of the classical image difference captioning  (IDC) problem. ImProvShow takes as input several intermediate thumbnails of the image editing sequence, as well as any coarse human or machine-generated annotations of the individual manipulations at each stage, if available. We demonstrate that the presence of intermediate images and/or auxiliary textual information improves the model's edit captioning  performance. To train ImProvShow, we introduce METS (Multiple Edits and Textual Summaries) - a new open dataset of image editing sequences, with textual machine annotations of each editorial step and human edit summarization captions after the 5th, 10th and 15th manipulation.",6,4,~Vivek_Menon1|~Fabio_Pizzati1,N/A,N/A,N/A,N/A,N/A,N/A,1,1,Weak Accept (Poster),Accept,Fani Deligianni
1091,https://openreview.net/forum?id=3DwmS7iABD,CLIMB-3D: Class-Incremental Imbalanced 3D Instance Segmentation,"While 3D instance segmentation (3DIS) has advanced significantly, existing methods typically assume that all object classes are known in advance and are uniformly distributed. However, this assumption is unrealistic in dynamic, real-world environments where new classes emerge gradually and exhibit natural imbalance. Although some approaches have addressed class emergence, they often overlook class imbalance, resulting in suboptimal performance -- particularly on rare categories. To tackle this challenge, we propose CLIMB-3D, a unified framework for CLass-incremental Imbalance-aware 3DIS. Building upon established exemplar replay (ER) strategies, we show that ER alone is insufficient to achieve robust performance under constrained memory conditions. To mitigate this, we introduce a novel pseudo-label generator (PLG) that extends supervision to previously learned categories by leveraging predictions from a frozen prior model. Despite its promise, PLG tends to bias towards frequent classes. Therefore, we propose a class-balanced re-weighting (CBR) scheme, that estimates object frequencies from pseudo-labels and dynamically adjusts training bias -- without requiring access to past data. We design and evaluate three incremental scenarios for 3DIS on the challenging ScanNet200 dataset, and additionally on semantic segmentation on ScanNetV2. Our approach achieves state-of-the-art results, surpassing prior work by up to 16.76\% mAP for instance segmentation and approximately 30\% mIoU for semantic segmentation, demonstrating strong generalization across both frequent and rare classes.",3,3,,N/A,N/A,N/A,N/A,N/A,N/A,1,1,Weak Accept (Poster),Accept,Jefersson A Dos Santos
1095,https://openreview.net/forum?id=bTBusBZFag,Supervised Segmentation Model for Improved Detection of OSSN using Slit Lamp Images,"Ocular surface squamous neoplasia (OSSN) is a rare eye disease that affects the conjunctiva and the cornea and can cause blindness if not diagnosed early. At an early stage, the diagnosis of OSSN is often confused with other ocular surface diseases (OOSD) such as pterygium, pinguecula, episcleritis, papilloma, etc. Recently, AI algorithms have been explored for OSSN classification using OOSD and healthy patients as a control population. However, these algorithms either use traditional or deep models pre-trained on natural images or mild fine-tuning from some limited examples with image-level annotations, and finally perform poorly, and the results are unreliable. In this paper, we present a self-explainable deep neural network-based segmentation architecture to predict the pixel-level probability of OSSN in slit lamp images. The proposed method is more accurate and reliable than the existing methods as it eliminates the noisy variations in the images and focuses on the causal parts. The experiments in the collected data set for 163 OSSN, 200 OOSD, and 269 healthy people show the efficacy of the proposed methods in screening OSSN.",3,3,,N/A,N/A,N/A,N/A,N/A,N/A,1,1,Weak Accept (Poster),Accept,Jefersson A Dos Santos
1096,https://openreview.net/forum?id=sjM2USIVLg,LED: Light Enhanced Depth Estimation at Night,"Nighttime camera-based depth estimation is a highly challenging task, especially for autonomous driving applications, where accurate depth perception is essential for ensuring safe navigation.
Models trained on daytime data often fail in the absence of precise but costly LiDAR. Even vision foundation models trained on large amounts of data are unreliable in low-light conditions. 
In this work, we aim to improve the reliability of perception systems at night time.
To this end, we introduce Light Enhanced Depth (LED), a novel, cost-effective approach that significantly improves depth estimation in low-light environments by harnessing a pattern projected by high definition headlights available in modern vehicles. 
LED leads to significant performance boosts across multiple depth-estimation architectures (encoder-decoder, Adabins, DepthFormer, Depth Anything V2) both on synthetic and real datasets.
Furthermore, increased performances beyond illuminated areas reveal a holistic enhancement in scene understanding.
Finally, we release the Nighttime Synthetic Drive Dataset, a synthetic and photo-realistic nighttime dataset, which comprises 49,990 comprehensively annotated images. 
To facilitate further research, both synthetic dataset and code will be made publicly available at https://anonymous.4open.science/r/LED-135D.",3,3,,N/A,N/A,N/A,N/A,N/A,N/A,1,1,Weak Accept (Poster),Accept,Zhixiang Chen
1109,https://openreview.net/forum?id=D5GtynokuS,AKD-BNN: Adaptive Kernel Dynamic Bayesian Neural Networks for Enhanced Medical Image Segmentation with Uncertainty Estimation,"Medical image segmentation faces significant challenges due to spatial heterogeneity and complex feature variations. Traditional Bayesian Neural Networks (BNNs) combined with Gaussian Processes (GPs) rely on fixed kernel functions, limiting their adaptability to diverse image regions. This paper proposes an Adaptive Kernel Dynamic BNN (AKD-BNN) framework, which enhances segmentation performance and uncertainty estimation through a dynamic kernel learning module and multi-scale feature fusion. The approach includes a dynamic kernel module that adjusts GP kernel parameters based on local image semantics, Transformer-based multi-scale feature extraction, and an uncertainty-guided loss function. Experiments on multiple medical image datasets, including brain tumor (BraTS), cardiac MRI (ACDC), and lung CT (LIDC-IDRI), demonstrate that AKD-BNN outperforms state-of-the-art methods such as BNN-GP and DeepLabV3+. Specifically, AKDBNN improves the Dice score from 0.90 to 0.95 on BraTS and reduces the Expected Calibration Error (ECE) by approximately 20%. The results highlight its superior segmentation consistency in complex regions, such as tumor boundaries, providing more reliable uncertainty maps for clinical applications. This study offers a robust and interpretable solution for medical image analysis, with potential extensions to other high-dimensional tasks.",3,3,,N/A,N/A,N/A,N/A,N/A,N/A,1,1,Weak Accept (Poster),Accept,Fani Deligianni
1110,https://openreview.net/forum?id=ORF8ejKjoM,Robust Human Registration with Body Part Segmentation on Noisy Point Clouds,"Registering human meshes to 3D point clouds is essential for applications such as augmented reality and human-robot interaction but often yields imprecise results due to noise and background clutter in real-world data. We introduce a hybrid approach that incorporates body-part segmentation into the mesh fitting process, enhancing both human pose estimation and segmentation accuracy. Our method first assigns body part labels to individual points, which then guide a two-step SMPL-X mesh fitting: initial pose and orientation estimation using body part centroids, followed by global refinement of the point cloud alignment. Additionally, we demonstrate that the fitted human mesh can refine body part labels, leading to improved segmentation. Evaluations on the cluttered and noisy real-world datasets InterCap, EgoBody, and BEHAVE show that our approach significantly outperforms prior methods in both pose estimation and segmentation accuracy. The code will be made open source upon publication.",3,3,,N/A,N/A,N/A,N/A,N/A,N/A,1,1,Accept (Poster),Accept,Edmond S. L. Ho
1118,https://openreview.net/forum?id=CT9OIe9H1e,Conformal Predictors for Efficient Video Text Spotting,"Video text spotting can be achieved by first detecting and recognizing text instances at the frame level, then tracking these texts across video frames. A major challenge with this approach is the inconsistency of text recognition across frames, where an image text spotter may misrecognize text in some frames while correctly recognizing it in others. We argue that text recognition accuracy is correlated with the model's prediction uncertainty. To improve prediction accuracy in videos, we use a statistically rigorous approach to estimate the uncertainty of predicted texts and leverage tracking information to produce more confident and accurate results. To this end, we employ a pretrained state-of-the-art text spotter and apply the conformal prediction framework to estimate its prediction uncertainties. A second challenge addressed in this work is the inconsistent quality of predicted bounding boxes, which impacts text tracking performance. As a solution, we use a second conformal prediction approach that applies corrections to the predicted bounding boxes, providing guarantees with a predefined probability of success. Extensive experiments on four public datasets demonstrate consistent improvements over state-of-the-art methods, achieving IDF1 gains of 1.6% on DSText, 1.0% on ArTVideo, and 2.3% on BOVText. While being computationally lightweight, the proposed method integrates seamlessly into any pretrained matching-based video text spotter, enhancing overall performance. The code will be released with the camera-ready version.",5,3,~Maurice_Fallon1|~Nupur_Thakur1,N/A,N/A,N/A,N/A,N/A,N/A,1,1,Weak Accept (Poster),Accept,Charith Abhayaratne
1121,https://openreview.net/forum?id=vD8G57Mggw,MIAS-SAM: Medical Image Anomaly Segmentation without thresholding,"This paper presents MIAS-SAM, a novel approach for the segmentation of anomalous regions in medical images. MIAS-SAM uses a patch-based memory bank to store relevant image features, which are extracted from normal data using the SAM encoder. At inference time, the embedding patches extracted from the SAM encoder are compared with those in the memory bank to obtain the anomaly map. Finally, MIAS-SAM computes the center of gravity of the anomaly map to prompt the SAM decoder, obtaining an accurate segmentation from the previously extracted features. Differently from prior works, MIAS-SAM does not require to define a threshold value to obtain the segmentation from the anomaly map. Experimental results conducted on three publicly available datasets, each with a different imaging modality (Brain MRI, Liver CT, and Retina OCT) show accurate anomaly segmentation capabilities measured using DICE score.

The code is available at: https://anonymous.4open.science/r/MIAS-SAM-1078",5,3,~Segun_Adebayo1|~Hassen_Drira1,N/A,N/A,N/A,N/A,N/A,N/A,1,1,Accept (Poster),Accept,Jefersson A Dos Santos
1123,https://openreview.net/forum?id=NImbVMoy3G,"Evaluating Self-Supervised Learning in Medical Imaging:  A Systematic Investigation of Robustness, Generalizability, and Multi-Domain Impact","Self-supervised learning (SSL) has emerged as a promising paradigm in medical imaging, addressing the chronic challenge of limited labeled data in healthcare settings. While SSL has shown impressive results, existing studies in the medical domain are often limited in scope, focusing on specific datasets or modalities, or evaluating only isolated aspects of model performance. This fragmented evaluation approach poses a significant challenge, as models deployed in critical medical settings must not only achieve high accuracy but also demonstrate robust performance and generalizability across diverse datasets and varying conditions. 
To bridge this gap, we conduct a rigorous investigation into the design space of SSL for medical imaging, evaluating 8 major SSL methods across 11 real-world medical datasets. Our analysis spans three core dimensions: (1) in-domain performance under varying label proportions (1\%, 10\%, and 100\%), (2) cross-dataset generalization, and (3) robustness to out-of-distribution (OOD) samples. Beyond empirical evaluation, we further examine how initialization strategies, model architectures, and multi-domain pre-training contribute to SSL’s success in medical imaging.",6,4,~Armaghan_Moemeni1|~Yan_Hu1,N/A,N/A,N/A,N/A,N/A,N/A,1,1,Accept (Poster),Accept,Fani Deligianni
1127,https://openreview.net/forum?id=5T6YPmBblh,ALFred: An Active Learning Framework for Real-world Semi-supervised Anomaly Detection with Adaptive Thresholds,"Video Anomaly Detection (VAD) can play a key role in spotting unusual activities in video footage. VAD is difficult to use in real-world settings due to the dynamic nature of human actions, environmental variations, and domain shifts. Traditional evaluation metrics often prove inadequate for such scenarios, as they rely on static assumptions and fall short of identifying a threshold that distinguishes normal from anomalous behavior in dynamic settings. To address this, we introduce an active learning framework tailored for VAD, designed for adapting to the ever-changing real-world conditions. Our approach leverages active learning to continuously select the most informative data points for labeling, thereby enhancing model adaptability. A critical innovation is the incorporation of a human-in-the-loop mechanism, which enables the identification of actual normal and anomalous instances from pseudo-labeling results generated by AI. This collected data allows the framework to define an adaptive threshold tailored to different environments, ensuring the system remains effective as the definition of 'normal' shifts across various settings. Implemented within a lab-based framework that simulates real-world conditions, our approach allows for rigorous testing and refinement of VAD algorithms with a new metric. Experimental results show that our method achieves an EBI (Error Balance Index) of 27.16 for Q1 in real-world simulated scenarios, demonstrating its practical effectiveness and significantly enhancing the applicability of VAD in dynamic environments.",5,3,~Abdulhamid_Adebayo1|~Bahareh_Nikpour1,N/A,N/A,N/A,N/A,N/A,N/A,1,1,Weak Accept (Poster),Accept,Edmond S. L. Ho
1132,https://openreview.net/forum?id=mSoXObeV0G,Isolated Channel Vision Transformers: From Single-Channel Pretraining to Multi-Channel Finetuning,"Vision Transformers (ViTs) have achieved remarkable success in standard RGB image analysis. However, applying ViTs to multi-channel imaging (MCI) data, e.g., for medical and remote sensing applications, remains a challenge. In particular, MCI data often consist of layers acquired from different modalities. Directly training ViTs on such data can obscure modality/channel-specific information and impair the performance. 
In this paper, we propose Isolated Channel ViT (IC-ViT), a simple yet effective training framework for large-scale MCI data. By randomly sampling one channel per image per iteration, IC-ViT learns channel-specific representations without requiring multi-channel fusion during pretraining. These representations are later integrated during finetuning to capture cross-channel dependencies in downstream tasks.
Experiments on various benchmarks, including JUMP-CP and CHAMMI for cell microscopy imaging, and So2Sat-LCZ42 for satellite imaging, show the proposed IC-ViT outperforms existing channel-adaptive approaches by 4–14%. Moreover, its efficient training makes it a suitable candidate for large-scale pretraining of foundation models on heterogeneous data.",5,4,~Haibin_Cai1,N/A,N/A,N/A,N/A,N/A,N/A,2,1,Accept (Oral),Accept,Jefersson A Dos Santos
1134,https://openreview.net/forum?id=cCRilcUXpy,TRUDI and TITUS: A Multi-Perspective Dataset and A Three-Stage Recognition System for Transportation Unit Identification,"Identifying transportation units (TUs) is essential for improving the efficiency of port logistics. However, progress in this field has been hindered by the lack of publicly available benchmark datasets that capture the diversity and dynamics of real-world port environments. To address this gap, we present the TRUDI dataset—a comprehensive collection comprising 35,034 annotated instances across five categories: container, tank container, trailer, ID text, and logo. The images were captured at operational ports using both ground-based and aerial cameras, under a wide variety of lighting and weather conditions. For the identification of TUs—which involves reading the 11-digit alphanumeric ID typically painted on each unit—we introduce TITUS, a dedicated pipeline that operates in three stages: (1) segmenting the TU instances, (2) detecting the location of the ID text, and (3) recognising and validating the extracted ID. Unlike alternative systems, which often require similar scenes, specific camera angles or gate setups, our evaluation demonstrates that TITUS reliably identifies TUs from a range of camera perspectives and in varying lighting and weather conditions. By making the TRUDI dataset publicly available, we provide a robust benchmark that enables the development and comparison of new approaches. This contribution supports digital transformation efforts in multipurpose ports and helps to increase the efficiency of entire logistics chains.",3,3,,N/A,N/A,N/A,N/A,N/A,N/A,1,1,Accept (Poster),Accept,Jefersson A Dos Santos
1135,https://openreview.net/forum?id=JnVxyziEDB,The Trauma THOMPSON Dataset for Real-World Emergency AI,"We present the Trauma THOMPSON dataset and benchmarks designed to advance artificial intelligence research for real-time decision support in emergency and austere medical environments. The dataset contains 220 unscripted egocentric videos of five emergency procedures, including a diverse collection of ""just-in-time"" (JIT) life-saving interventions performed under resource-constrained conditions. These JIT scenarios more closely reflect the realities of humanitarian and field-based operational medicine, where standard protocols must often be adapted or creatively executed. To support deeper visual understanding, we introduce two new layers of fine-grained annotations: object detection labels for critical medical instruments and supplies and hand annotations to facilitate hand tracking and surgical skill assessment. These additions enable new research directions in spatiotemporal reasoning, interaction modeling, and AI copilots that interpret and guide complex procedures in real time. The Trauma THOMPSON dataset includes benchmark tasks in action recognition, action anticipation, visual question answering (VQA), object detection, and hand localization. We evaluate state-of-the-art models across these tasks, identifying current strengths and open challenges in developing robust AI for field-deployable decision-making. The dataset is available at \url{https://anonymous.4open.science/r/dataset-58F3}, and it can serve as a foundation for building intelligent systems that assist frontline caregivers.",5,5,,N/A,N/A,N/A,N/A,N/A,N/A,1,1,Accept (Oral),Accept,Charith Abhayaratne
1137,https://openreview.net/forum?id=gKW3TIBB8o,ETTA: Efficient Test-Time Adaptation for Vision-Language Models through Dynamic Embedding Updates,"Pretrained vision-language models (VLMs) like CLIP show strong zero-shot performance but struggle with generalization under distribution shifts. Test-Time Adaptation (TTA) addresses this by adapting VLMs to unlabeled test data in new domains. While some TTA methods rely on prompt-tuning, training-free cache-based approaches are preferred for efficiency. However, current cache-based TTA models store only a limited set of high-confidence samples, restricting the decision boundary to these samples and ignoring the influence of other incoming test data. To address this, we propose Efficient Test-Time Adaptation (ETTA), introducing a Recursive Updating module that integrates all incoming test samples, progressively refining the decision boundary. This strategy mimics an unbounded cache, dynamically updating contextual embeddings for improved accuracy with minimal memory and computational overhead. ETTA also includes an Adaptive Ensemble module to reduce prompt dependency in image-to-text scores by dynamically selecting optimal prompts for each class. Furthermore, ETTA adaptively combines scores from both modules based on confidence levels, leveraging their complementary strengths. Extensive experiments on two benchmarks confirm that ETTA surpasses the state-of-the-art TTA models in computational complexity and accuracy, setting a new standard for effective, efficient test-time adaptation.",3,3,,N/A,N/A,N/A,N/A,N/A,N/A,1,1,Accept (Poster),Accept,Jun Liu
1139,https://openreview.net/forum?id=gEp1w99ewn,RETRO: REthinking Tactile Representation Learning with Material PriOrs,"Tactile perception is profoundly influenced by the surface properties of objects in contact—properties such as texture, hardness, and gloss. However, despite their crucial role in shaping tactile experiences, these material characteristics have been largely neglected in existing tactile representation learning methods. Most approaches primarily focus on aligning tactile data with visual or textual information, overlooking the richness of tactile feedback that comes from understanding the materials' inherent properties. In this work, we address this gap by revisiting the tactile representation learning framework and incorporating material-aware priors into the learning process. These priors, which represent pre-learned characteristics specific to different materials, allow tactile models to better capture and generalize the nuances of surface texture. Our method enables more accurate, contextually rich tactile feedback across diverse materials and textures, improving performance in real-world applications such as robotics, haptic feedback systems, and material editing. Codes will be made publicly available to facilitate further research in this area.",3,3,,N/A,N/A,N/A,N/A,N/A,N/A,2,1,Accept (Poster),Accept,Zhixiang Chen
1156,https://openreview.net/forum?id=0b2xmT59Hi,Hierarchical Image-Guided 3D Point Cloud Segmentation in Industrial Scenes via Multi-View Bayesian Fusion,"Reliable 3D segmentation is critical for understanding complex scenes with dense layouts and multi-scale objects, as commonly seen in industrial environments. In such scenarios, heavy occlusion weakens geometric boundaries between objects, and large differences in object scale will cause end-to-end models fail to capture both coarse and fine details accurately. Existing 3D point-based methods require costly annotations, while image-guided methods often suffer from semantic inconsistencies across views. To address these challenges, we propose a hierarchical image-guided 3D segmentation framework that progressively refines segmentation from instance-level to part-level.  Instance segmentation involves rendering a top-view image and projecting SAM-generated masks prompted by YOLO-World back onto the 3D point cloud. Part-level segmentation is subsequently performed by rendering multi-view images of each instance obtained from the previous stage and applying the same 2D segmentation and back-projection process at each view, followed by Bayesian updating fusion to ensure semantic consistency across views. Experiments on real-world factory data demonstrate that our method effectively handles occlusion and structural complexity, achieving consistently high per-class mIoU scores. Additional evaluations on public dataset confirm the generalization ability of our framework, highlighting its robustness, annotation efficiency, and adaptability to diverse 3D environments.",3,3,,N/A,N/A,N/A,N/A,N/A,N/A,1,1,Weak Accept (Poster),Accept,Jun Liu
1161,https://openreview.net/forum?id=51cPGHqJo9,Evaluating Perceptual Distance Models by Fitting Binomial Distributions to Two-Alternative Forced Choice Data,"The Two Alternative Forced Choice (2AFC) paradigm offers advantages over the Mean Opinion Score (MOS) paradigm in psychophysics (PF), such as simplicity and robustness. However, when evaluating perceptual distance models, MOS enables direct correlation between model predictions and PF data. In contrast, 2AFC only allows pairwise comparisons to be converted into a quality ranking similar to MOS when presentations include shared images. In large datasets, like BAPPS, where image patches and distortions are combined randomly, deriving rankings from 2AFC PF data becomes infeasible. To address this, instead of relying on MOS correlation, researchers have trained ad-hoc neural networks to reproduce 2AFC PF data based on pairs of model distances -— a black-box approach with conceptual and operational limitations. This paper introduces a more robust distance-model evaluation method using a pure probabilistic approach, applying maximum likelihood estimation to a binomial decision model. Our method demonstrates superior simplicity, interpretability, flexibility, and computational efficiency, as shown through evaluations of various visual distance models on two 2AFC PF datasets.",5,3,~Kiran_Raja1|~Muhammad_Abdullah_Adnan1,N/A,N/A,N/A,N/A,N/A,N/A,1,1,Weak Accept (Poster),Accept,Charith Abhayaratne
1171,https://openreview.net/forum?id=3aBo6bcVeU,Conflict-Aware Adversarial Training,"Adversarial training is the most effective method to obtain adversarial robustness for deep neural networks by directly involving adversarial samples in the training procedure. To obtain an accurate and robust model, the weighted-average method is applied to optimize standard loss and adversarial loss simultaneously. In this paper, we argue that the weighted-average method does not provide the best tradeoff for standard performance and adversarial robustness. We argue that the failure of the weighted-average method is due to the conflict between gradients derived from standard and adversarial loss, and further demonstrate such a conflict increases with attack budget theoretically and practically. To alleviate this problem, we propose a new trade-off paradigm for adversarial training with a conflict-aware factor for the convex combination of standard and adversarial loss, named Conflict-Aware Adversarial Training (CA-AT). Comprehensive experimental results show that CA-AT consistently offers a superior trade-off between standard performance and adversarial robustness under the settings of adversarial training from scratch and parameter-efficient fine-tuning (PEFT).",3,3,,N/A,N/A,N/A,N/A,N/A,N/A,1,1,Accept (Poster),Accept,Edmond S. L. Ho
1177,https://openreview.net/forum?id=xW8NvUDx8C,Binarizing Severely Degraded Ancient Bamboo Slips: Dataset and Baseline,"Bamboo and wooden slips were the primary  writing materials in China for more than 800 years, carrying valuable historical records. However, due to the lengthy corrosion and/or   weathering effects over a period of two millennia, texts on the ancient bamboo (and wooden) slips typically suffer from severe degradation problems, such as ink deterioration and text blur, which render the binarization of  severely degraded bamboo slip manuscripts a very challenging task. Due to the scarcity of benchmark dataset in this direction, in this work we aim to build HanBamboo, a specialized bamboo slips dataset with pixel-level annotations for research on binarization of severely degraded ancient manuscripts. HanBamboo comprises 1,000 infrared bamboo slip images displaying varying levels of ink  degradation and text blur. Among them, bamboo slips exhibiting low-contrast ink traces characterized by significant fading and diminished visibility requires remarkably greater time in pixel-level annotation, indicating the inherent difficulty in binarizing these bamboo slips. As a minor contribution, we also propose a baseline approach MRA-Net, which is an Mamba-based Encoder-Decoder framework for degraded bamboo slips binarization that devises additional multi-scale discrete wavelet transform and adaptive reweighting attention  mechanisms to capture and enhance the stroke details of the texts and suppress background noise during binarization. Comprehensive experiments on both HanBamboo and public document binarization benchmark datasets DIBCO 2017 and 2018 demonstrate the effectiveness of our baseline. Our dataset and code are available at: https://anonymous.4open.science/r/MRA-Net-7911.",3,3,,N/A,N/A,N/A,N/A,N/A,N/A,1,1,Accept (Poster),Accept,Jun Liu
1180,https://openreview.net/forum?id=wMUAXsOJhk,MO-SHW: Hierarchy-Aware Multi-Objective Optimization for Open-World Segmentation,"The exploitation of hierarchical information by vision models has shown significant benefits in various segmentation tasks.
However, this remains unexplored in open-world scenarios, where models must cope with unknown, evolving, and underrepresented labeled class spaces. Most existing hierarchy-aware segmentation approaches are not readily applicable to open-world settings. This is primarily because they rely on architectural modifications that are incompatible with the design constraints of open-world models. Moreover, hierarchy-aware losses are challenging to integrate into such pipelines, as they often conflict with task-specific objectives and exacerbate optimization complexity in already multi-objective training environments.
In this work, we demonstrate that hierarchy-aware losses can be effectively leveraged in open-world models when optimized under a multi-objective learning framework. Specifically, we show that gradient-based multi-objective optimization methods, such as multi-objective gradient descent (MOGD), are well-suited for jointly optimizing hierarchical and task-specific objectives, leading to better overall performance. To support this, we propose SHW, a novel hierarchy-aware loss function based on the Wasserstein distance. SHW is lightweight, model-agnostic, and encourages intra-class compactness and inter-class separation across multiple semantic levels. The integration of SHW with MOGD yields a general, model-agnostic framework that enables the effective exploitation of semantic hierarchies in open-world segmentation tasks, improving the performance of several recent methods.",3,3,,N/A,N/A,N/A,N/A,N/A,N/A,1,1,Accept (Poster),Accept,Fani Deligianni
1183,https://openreview.net/forum?id=MuRzu4GtLY,Contrastive Point Feature Matching for Open-world Object Counting,"Open-world object counting refers to estimating the number of target objects specified by a text description. Current state-of-the-art density-based methods rely on density map regression trained with counting-supervised losses, which often overlook the spatial and visual correspondence between image regions and object instances. Furthermore, the absence of spatial supervision leads to inconsistent performance in challenging scenarios such as crowding and occlusion. We propose CPMNet (Contrastive Point Matching Network), a novel framework that introduces spatial supervision through contrastive learning with point-level guidance. CPMNet regress object point locations from the predicted density map through Sinkhorn EM (expectation maximization), extracts their corresponding features, and applies contrastive learning to enhance discrimination between target objects and irrelevant regions. Experimental results on a benchmark dataset demonstrate that our method offers enhanced performance in open-world counting, providing a more precise and reliable solution for estimating object counts.",3,3,,N/A,N/A,N/A,N/A,N/A,N/A,1,1,Accept (Poster),Accept,Jun Liu
1187,https://openreview.net/forum?id=s7GicfmfMh,Out-of-Distribution Detection from Small Training Sets using Bayesian Neural Network Classifiers,"Out-of-Distribution (OOD) detection is critical to AI reliability and safety, yet in many practical settings, only a limited amount of training data is available. Bayesian Neural Networks (BNNs) are a promising class of model on which to base OOD detection, because they explicitly represent epistemic (i.e. model) uncertainty. In the small training data regime, BNNs are especially valuable because they can incorporate prior model information. We introduce a new family of Bayesian posthoc OOD scores based on expected logit vectors, and compare 5 Bayesian and 4 deterministic posthoc OOD scores.   Experiments on MNIST and CIFAR-10 In-Distributions, with 5000 training samples or less, show that the Bayesian methods outperform corresponding deterministic methods.",3,3,,N/A,N/A,N/A,N/A,N/A,N/A,1,1,Weak Accept (Poster),Accept,Jun Liu
1196,https://openreview.net/forum?id=d0VYFQ3OHn,IoSR: End-to-End Intraoral Scans Repairing,"Despite being crucial, intraoral 3D scan repairing is often overlooked in research, as it remains a labor-intensive, behind-the-scenes task in digital dental workflows. Scanning limitations \textemdash stemming from scanning technology, intraoral anatomy, and device handling \textemdash can lead to gaps or artifacts, making high-precision reconstruction essential for clinical procedures as aligners, surgical guides, and crowns. Efficient scan repair can also reduce the back-and-forth between dentists and dental labs, or even the need to reschedule additional scanning sessions, thus streamlining the treatment process.
This paper presents the first comprehensive approach to address this challenge, introducing an end-to-end method for repairing intraoral 3D scans by leveraging both geometric and implicit representations. Our model employs a two-block architecture: a coarse generator with a geometric-aware transformer encoder and multilayer perceptron, followed a fine generator allows generating dense points and refining the generated point cloud based on implicit representation.
Experimental results show that our method outperforms state-of-the-art approaches offering enhanced accuracy and generating point clouds with improved fidelity. The code and dataset will be publicly available.",3,3,,N/A,N/A,N/A,N/A,N/A,N/A,1,1,Accept (Poster),Accept,Edmond S. L. Ho
